,0,1,2,3,4,5,6,status,Run,n_Mechanics,n_Vans,Response,Replace
0,2019-11-29 01:06:00.000000,2019-11-29 00:00:50.000000,2019-11-29 00:15:51.495865,2019-11-29 00:15:55.273588,,,,Onsite,1,40,40,-1 days +22:54:50.000000000,
1,2019-11-29 01:01:00.000000,2019-11-29 01:01:35.000000,2019-11-29 01:16:50.731654,2019-11-29 01:17:25.731654,2019-11-29 02:13:20.732854,2019-11-29 02:13:55.732854,2019-11-29 02:25:24.473179,Replace,1,40,40,0 days 00:00:35.000000000,950731654000
2,2019-11-29 02:09:00.000000,2019-11-29 02:09:35.000000,2019-11-29 02:28:16.694676,2019-11-29 02:28:51.694676,2019-11-29 02:59:32.301583,2019-11-29 03:00:07.301583,2019-11-29 03:12:55.932031,Replace,1,40,40,0 days 00:00:35.000000000,1156694676000
3,2019-11-29 03:08:00.000000,2019-11-29 03:08:25.000000,2019-11-29 03:24:21.695865,2019-11-29 03:24:47.612982,,,,Onsite,1,40,40,0 days 00:00:25.000000000,
4,2019-11-29 04:18:00.000000,2019-11-29 04:18:45.000000,2019-11-29 04:33:06.629200,2019-11-29 04:33:51.629200,2019-11-29 05:09:21.118744,2019-11-29 05:10:06.118744,2019-11-29 05:27:24.726123,Replace,1,40,40,0 days 00:00:45.000000000,906629200000
5,2019-11-29 05:38:00.000000,2019-11-29 05:38:35.000000,2019-11-29 05:52:07.620072,2019-11-29 05:52:42.620072,2019-11-29 06:16:56.880452,2019-11-29 06:17:31.880452,2019-11-29 06:32:22.591048,Replace,1,40,40,0 days 00:00:35.000000000,847620072000
6,2019-11-29 07:00:00.000000,2019-11-29 07:00:50.000000,2019-11-29 07:17:44.522558,2019-11-29 07:18:34.522558,2019-11-29 08:02:05.133932,2019-11-29 08:02:55.133932,2019-11-29 08:20:06.902360,Replace,1,40,40,0 days 00:00:50.000000000,1064522558000
7,2019-11-29 08:02:00.000000,2019-11-29 08:02:25.000000,2019-11-29 08:19:40.909442,2019-11-29 08:20:05.909442,2019-11-29 09:02:26.247126,2019-11-29 09:02:51.247126,2019-11-29 09:18:26.495319,Replace,1,40,40,0 days 00:00:25.000000000,1060909442000
8,2019-11-29 08:58:00.000000,2019-11-29 08:58:45.000000,2019-11-29 09:09:06.797994,2019-11-29 09:09:51.797994,2019-11-29 09:43:41.652752,2019-11-29 09:44:26.652752,2019-11-29 10:01:01.128733,Replace,1,40,40,0 days 00:00:45.000000000,666797994000
9,2019-11-29 09:57:00.000000,2019-11-29 09:57:45.000000,2019-11-29 10:15:08.191743,2019-11-29 10:15:53.191743,2019-11-29 11:00:31.358896,2019-11-29 11:01:16.358896,2019-11-29 11:19:10.639014,Replace,1,40,40,0 days 00:00:45.000000000,1088191743000
10,2019-11-29 11:04:00.000000,2019-11-29 11:04:45.000000,2019-11-29 11:24:44.579837,2019-11-29 11:24:54.902306,,,,Onsite,1,40,40,0 days 00:00:45.000000000,
11,2019-11-29 12:01:00.000000,2019-11-29 12:01:35.000000,2019-11-29 12:15:13.520978,2019-11-29 12:15:22.503601,,,,Onsite,1,40,40,0 days 00:00:35.000000000,
12,2019-11-29 13:15:00.000000,2019-11-29 13:15:25.000000,2019-11-29 13:36:54.592200,2019-11-29 13:37:19.592200,2019-11-29 14:31:36.643524,2019-11-29 14:32:01.643524,2019-11-29 14:45:19.542622,Replace,1,40,40,0 days 00:00:25.000000000,1314592200000
13,2019-11-29 14:34:00.000000,2019-11-29 14:34:45.000000,2019-11-29 14:49:10.171155,2019-11-29 14:49:31.555450,,,,Onsite,1,40,40,0 days 00:00:45.000000000,
14,2019-11-29 15:42:00.000000,2019-11-29 15:42:45.000000,2019-11-29 16:02:39.627728,2019-11-29 16:02:54.649572,,,,Onsite,1,40,40,0 days 00:00:45.000000000,
15,2019-11-29 16:51:00.000000,2019-11-29 16:51:45.000000,2019-11-29 17:10:53.388763,2019-11-29 17:11:38.388763,2019-11-29 17:50:23.338772,2019-11-29 17:51:08.338772,2019-11-29 18:06:44.914535,Replace,1,40,40,0 days 00:00:45.000000000,1193388763000
16,2019-11-29 18:04:00.000000,2019-11-29 18:04:35.000000,2019-11-29 18:18:40.227676,2019-11-29 18:19:15.227676,2019-11-29 18:46:45.152938,2019-11-29 18:47:20.152938,2019-11-29 19:00:18.118627,Replace,1,40,40,0 days 00:00:35.000000000,880227676000
17,2019-11-29 19:29:00.000000,2019-11-29 19:29:25.000000,2019-11-29 19:45:31.590122,2019-11-29 19:45:56.590122,2019-11-29 20:16:27.286264,2019-11-29 20:16:52.286264,2019-11-29 20:34:33.052165,Replace,1,40,40,0 days 00:00:25.000000000,991590122000
18,2019-11-29 20:31:00.000000,2019-11-29 20:31:30.000000,2019-11-29 20:45:27.468901,2019-11-29 20:45:51.691442,,,,Onsite,1,40,40,0 days 00:00:30.000000000,
19,2019-11-29 21:39:00.000000,2019-11-29 21:39:45.000000,2019-11-29 21:55:45.462609,2019-11-29 21:56:30.462609,2019-11-29 22:26:16.122934,2019-11-29 22:27:01.122934,2019-11-29 22:40:36.146548,Replace,1,40,40,0 days 00:00:45.000000000,1005462609000
20,2019-11-29 22:38:00.000000,2019-11-29 22:38:45.000000,2019-11-29 22:57:25.699626,2019-11-29 22:57:36.597921,,,,Onsite,1,40,40,0 days 00:00:45.000000000,
0,2019-11-29 01:03:00.000000,2019-11-29 00:00:35.000000,2019-11-29 00:15:37.479793,2019-11-29 00:16:12.479793,2019-11-29 00:47:45.020870,2019-11-29 00:48:20.020870,2019-11-29 01:10:58.766498,Replace,2,40,40,-1 days +22:57:35.000000000,937479793000
1,2019-11-29 01:10:00.000000,2019-11-29 01:10:45.000000,2019-11-29 01:28:30.213081,2019-11-29 01:29:15.213081,2019-11-29 02:02:52.808370,2019-11-29 02:03:37.808370,2019-11-29 02:18:30.297156,Replace,2,40,40,0 days 00:00:45.000000000,1110213081000
2,2019-11-29 02:04:00.000000,2019-11-29 02:04:35.000000,2019-11-29 02:15:29.812178,2019-11-29 02:16:04.812178,2019-11-29 02:48:49.385154,2019-11-29 02:49:24.385154,2019-11-29 03:00:24.618671,Replace,2,40,40,0 days 00:00:35.000000000,689812178000
3,2019-11-29 03:22:00.000000,2019-11-29 03:22:30.000000,2019-11-29 03:38:57.253668,2019-11-29 03:39:17.912470,,,,Onsite,2,40,40,0 days 00:00:30.000000000,
4,2019-11-29 04:28:00.000000,2019-11-29 04:28:35.000000,2019-11-29 04:43:13.810469,2019-11-29 04:43:48.810469,2019-11-29 05:20:26.635444,2019-11-29 05:21:01.635444,2019-11-29 05:34:10.340897,Replace,2,40,40,0 days 00:00:35.000000000,913810469000
5,2019-11-29 05:35:00.000000,2019-11-29 05:35:30.000000,2019-11-29 05:51:47.683483,2019-11-29 05:52:17.683483,2019-11-29 06:24:26.024515,2019-11-29 06:24:56.024515,2019-11-29 06:40:33.878698,Replace,2,40,40,0 days 00:00:30.000000000,1007683483000
6,2019-11-29 06:38:00.000000,2019-11-29 06:38:45.000000,2019-11-29 06:51:39.220714,2019-11-29 06:52:24.220714,2019-11-29 07:44:25.277427,2019-11-29 07:45:10.277427,2019-11-29 08:03:19.868429,Replace,2,40,40,0 days 00:00:45.000000000,819220714000
7,2019-11-29 08:00:00.000000,2019-11-29 08:00:45.000000,2019-11-29 08:16:12.717148,2019-11-29 08:16:32.804739,,,,Onsite,2,40,40,0 days 00:00:45.000000000,
8,2019-11-29 09:15:00.000000,2019-11-29 09:15:35.000000,2019-11-29 09:30:45.613432,2019-11-29 09:30:58.138685,,,,Onsite,2,40,40,0 days 00:00:35.000000000,
9,2019-11-29 10:33:00.000000,2019-11-29 10:33:45.000000,2019-11-29 10:51:08.231238,2019-11-29 10:51:31.356233,,,,Onsite,2,40,40,0 days 00:00:45.000000000,
10,2019-11-29 11:32:00.000000,2019-11-29 11:32:45.000000,2019-11-29 11:48:43.719465,2019-11-29 11:48:53.275759,,,,Onsite,2,40,40,0 days 00:00:45.000000000,
11,2019-11-29 12:34:00.000000,2019-11-29 12:34:55.000000,2019-11-29 12:55:08.004554,2019-11-29 12:55:11.781870,,,,Onsite,2,40,40,0 days 00:00:55.000000000,
12,2019-11-29 13:36:00.000000,2019-11-29 13:36:35.000000,2019-11-29 13:56:37.043624,2019-11-29 13:57:12.043624,2019-11-29 14:22:27.618107,2019-11-29 14:23:02.618107,2019-11-29 14:37:35.084075,Replace,2,40,40,0 days 00:00:35.000000000,1237043624000
13,2019-11-29 14:44:00.000000,2019-11-29 14:44:45.000000,2019-11-29 14:58:38.797713,2019-11-29 14:59:23.797713,2019-11-29 15:23:56.318070,2019-11-29 15:24:41.318070,2019-11-29 15:48:43.909376,Replace,2,40,40,0 days 00:00:45.000000000,878797713000
14,2019-11-29 15:45:00.000000,2019-11-29 15:45:55.000000,2019-11-29 16:02:06.468664,2019-11-29 16:02:42.101118,,,,Onsite,2,40,40,0 days 00:00:55.000000000,
15,2019-11-29 16:46:00.000000,2019-11-29 16:46:35.000000,2019-11-29 17:04:04.790503,2019-11-29 17:04:29.772566,,,,Onsite,2,40,40,0 days 00:00:35.000000000,
16,2019-11-29 18:02:00.000000,2019-11-29 18:02:45.000000,2019-11-29 18:21:07.080851,2019-11-29 18:21:52.080851,2019-11-29 18:56:31.418416,2019-11-29 18:57:16.418416,2019-11-29 19:08:11.474916,Replace,2,40,40,0 days 00:00:45.000000000,1147080851000
17,2019-11-29 19:02:00.000000,2019-11-29 19:02:25.000000,2019-11-29 19:18:10.417936,2019-11-29 19:18:24.633270,,,,Onsite,2,40,40,0 days 00:00:25.000000000,
18,2019-11-29 20:16:00.000000,2019-11-29 20:16:45.000000,2019-11-29 20:32:12.001687,2019-11-29 20:32:22.728003,,,,Onsite,2,40,40,0 days 00:00:45.000000000,
0,2019-11-29 01:22:00.000000,2019-11-29 00:00:35.000000,2019-11-29 00:14:54.292995,2019-11-29 00:15:29.292995,2019-11-29 00:47:56.083414,2019-11-29 00:48:31.083414,2019-11-29 01:02:50.066593,Replace,3,40,40,-1 days +22:38:35.000000000,894292995000
1,2019-11-29 01:22:00.000000,2019-11-29 01:22:25.000000,2019-11-29 01:39:38.252386,2019-11-29 01:40:03.252386,2019-11-29 02:32:47.388279,2019-11-29 02:33:12.388279,2019-11-29 02:47:30.168283,Replace,3,40,40,0 days 00:00:25.000000000,1058252386000
2,2019-11-29 02:27:00.000000,2019-11-29 02:27:45.000000,2019-11-29 02:39:19.588288,2019-11-29 02:39:49.672320,,,,Onsite,3,40,40,0 days 00:00:45.000000000,
3,2019-11-29 04:58:00.000000,2019-11-29 04:58:35.000000,2019-11-29 05:13:35.206738,2019-11-29 05:14:10.206738,2019-11-29 05:42:53.568618,2019-11-29 05:43:28.568618,2019-11-29 05:54:49.376062,Replace,3,40,40,0 days 00:00:35.000000000,935206738000
4,2019-11-29 03:54:00.000000,2019-11-29 03:54:30.000000,2019-11-29 04:14:31.267644,2019-11-29 04:15:01.267644,2019-11-29 04:58:13.082249,2019-11-29 04:58:43.082249,2019-11-29 05:14:41.161935,Replace,3,40,40,0 days 00:00:30.000000000,1231267644000
5,2019-11-29 06:06:00.000000,2019-11-29 06:06:55.000000,2019-11-29 06:30:34.065345,2019-11-29 06:31:29.065345,2019-11-29 07:06:44.990518,2019-11-29 07:07:39.990518,2019-11-29 07:27:59.903877,Replace,3,40,40,0 days 00:00:55.000000000,1474065345000
6,2019-11-29 07:19:00.000000,2019-11-29 07:19:30.000000,2019-11-29 07:38:59.289358,2019-11-29 07:39:29.289358,2019-11-29 08:03:15.260648,2019-11-29 08:03:45.260648,2019-11-29 08:21:46.796394,Replace,3,40,40,0 days 00:00:30.000000000,1199289358000
7,2019-11-29 08:36:00.000000,2019-11-29 08:36:25.000000,2019-11-29 08:47:29.124900,2019-11-29 08:47:54.124900,2019-11-29 09:34:46.574822,2019-11-29 09:35:11.574822,2019-11-29 09:48:33.308996,Replace,3,40,40,0 days 00:00:25.000000000,689124900000
8,2019-11-29 09:50:00.000000,2019-11-29 09:50:45.000000,2019-11-29 10:04:01.336584,2019-11-29 10:04:46.336584,2019-11-29 10:44:04.796605,2019-11-29 10:44:49.796605,2019-11-29 11:00:05.066648,Replace,3,40,40,0 days 00:00:45.000000000,841336584000
9,2019-11-29 11:05:00.000000,2019-11-29 11:05:25.000000,2019-11-29 11:17:43.359341,2019-11-29 11:18:08.359341,2019-11-29 11:42:46.755269,2019-11-29 11:43:11.755269,2019-11-29 11:56:32.631062,Replace,3,40,40,0 days 00:00:25.000000000,763359341000
10,2019-11-29 12:17:00.000000,2019-11-29 12:17:30.000000,2019-11-29 12:33:41.171784,2019-11-29 12:34:11.171784,2019-11-29 13:26:29.221491,2019-11-29 13:26:59.221491,2019-11-29 13:41:18.006931,Replace,3,40,40,0 days 00:00:30.000000000,1001171784000
11,2019-11-29 13:22:00.000000,2019-11-29 13:22:35.000000,2019-11-29 13:44:35.207832,2019-11-29 13:44:49.312598,,,,Onsite,3,40,40,0 days 00:00:35.000000000,
12,2019-11-29 14:37:00.000000,2019-11-29 14:37:30.000000,2019-11-29 14:53:39.049048,2019-11-29 14:54:09.049048,2019-11-29 15:25:53.360863,2019-11-29 15:26:23.360863,2019-11-29 15:45:50.081654,Replace,3,40,40,0 days 00:00:30.000000000,999049048000
13,2019-11-29 15:58:00.000000,2019-11-29 15:58:50.000000,2019-11-29 16:14:11.686537,2019-11-29 16:14:25.107769,,,,Onsite,3,40,40,0 days 00:00:50.000000000,
14,2019-11-29 17:23:00.000000,2019-11-29 17:23:45.000000,2019-11-29 17:39:56.880114,2019-11-29 17:40:41.880114,2019-11-29 18:11:23.138250,2019-11-29 18:12:08.138250,2019-11-29 18:27:12.833193,Replace,3,40,40,0 days 00:00:45.000000000,1016880114000
15,2019-11-29 18:42:00.000000,2019-11-29 18:42:35.000000,2019-11-29 18:58:48.688836,2019-11-29 18:58:57.395166,,,,Onsite,3,40,40,0 days 00:00:35.000000000,
16,2019-11-29 19:50:00.000000,2019-11-29 19:50:30.000000,2019-11-29 20:06:54.761745,2019-11-29 20:07:24.761745,2019-11-29 21:00:46.686688,2019-11-29 21:01:16.686688,2019-11-29 21:16:02.706888,Replace,3,40,40,0 days 00:00:30.000000000,1014761745000
17,2019-11-29 21:22:00.000000,2019-11-29 21:22:25.000000,2019-11-29 21:39:05.172007,2019-11-29 21:39:30.172007,2019-11-29 22:22:47.012244,2019-11-29 22:23:12.012244,2019-11-29 22:37:31.290969,Replace,3,40,40,0 days 00:00:25.000000000,1025172007000
0,2019-11-29 01:10:00.000000,2019-11-29 00:00:35.000000,2019-11-29 00:19:43.489920,2019-11-29 00:20:18.489920,2019-11-29 00:51:54.337258,2019-11-29 00:52:29.337258,2019-11-29 01:07:52.674240,Replace,4,40,40,-1 days +22:50:35.000000000,1183489920000
1,2019-11-29 01:18:00.000000,2019-11-29 01:18:50.000000,2019-11-29 01:35:54.132130,2019-11-29 01:36:44.132130,2019-11-29 02:07:35.114419,2019-11-29 02:08:25.114419,2019-11-29 02:23:00.319172,Replace,4,40,40,0 days 00:00:50.000000000,1074132130000
2,2019-11-29 02:46:00.000000,2019-11-29 02:46:50.000000,2019-11-29 03:02:46.672131,2019-11-29 03:03:13.664547,,,,Onsite,4,40,40,0 days 00:00:50.000000000,
3,2019-11-29 03:53:00.000000,2019-11-29 03:53:25.000000,2019-11-29 04:07:47.516387,2019-11-29 04:08:12.516387,2019-11-29 04:45:20.962879,2019-11-29 04:45:45.962879,2019-11-29 05:00:30.271989,Replace,4,40,40,0 days 00:00:25.000000000,887516387000
4,2019-11-29 04:56:00.000000,2019-11-29 04:56:30.000000,2019-11-29 05:14:54.141251,2019-11-29 05:15:18.546930,,,,Onsite,4,40,40,0 days 00:00:30.000000000,
5,2019-11-29 05:59:00.000000,2019-11-29 05:59:50.000000,2019-11-29 06:12:53.247195,2019-11-29 06:13:43.247195,2019-11-29 06:57:53.902735,2019-11-29 06:58:43.902735,2019-11-29 07:09:22.019688,Replace,4,40,40,0 days 00:00:50.000000000,833247195000
6,2019-11-29 07:33:00.000000,2019-11-29 07:33:50.000000,2019-11-29 07:45:39.218527,2019-11-29 07:46:29.218527,2019-11-29 08:43:31.533174,2019-11-29 08:44:21.533174,2019-11-29 09:01:07.410267,Replace,4,40,40,0 days 00:00:50.000000000,759218527000
7,2019-11-29 08:50:00.000000,2019-11-29 08:50:35.000000,2019-11-29 09:03:33.018860,2019-11-29 09:04:08.018860,2019-11-29 09:49:36.871976,2019-11-29 09:50:11.871976,2019-11-29 10:11:54.656334,Replace,4,40,40,0 days 00:00:35.000000000,813018860000
8,2019-11-29 09:40:00.000000,2019-11-29 09:40:45.000000,2019-11-29 09:57:16.349071,2019-11-29 09:58:01.349071,2019-11-29 10:39:13.718789,2019-11-29 10:39:58.718789,2019-11-29 10:54:12.614202,Replace,4,40,40,0 days 00:00:45.000000000,1036349071000
9,2019-11-29 10:50:00.000000,2019-11-29 10:50:35.000000,2019-11-29 11:01:26.906116,2019-11-29 11:01:33.685095,,,,Onsite,4,40,40,0 days 00:00:35.000000000,
10,2019-11-29 12:04:00.000000,2019-11-29 12:04:35.000000,2019-11-29 12:20:31.102680,2019-11-29 12:21:06.102680,2019-11-29 13:08:48.100671,2019-11-29 13:09:23.100671,2019-11-29 13:25:04.338308,Replace,4,40,40,0 days 00:00:35.000000000,991102680000
11,2019-11-29 13:23:00.000000,2019-11-29 13:23:45.000000,2019-11-29 13:40:08.595261,2019-11-29 13:40:53.595261,2019-11-29 14:10:01.728211,2019-11-29 14:10:46.728211,2019-11-29 14:29:38.302796,Replace,4,40,40,0 days 00:00:45.000000000,1028595261000
12,2019-11-29 14:38:00.000000,2019-11-29 14:38:30.000000,2019-11-29 14:54:19.264861,2019-11-29 14:54:49.264861,2019-11-29 15:24:12.580955,2019-11-29 15:24:42.580955,2019-11-29 15:44:46.512418,Replace,4,40,40,0 days 00:00:30.000000000,979264861000
13,2019-11-29 15:57:00.000000,2019-11-29 15:57:45.000000,2019-11-29 16:17:36.571189,2019-11-29 16:17:52.043997,,,,Onsite,4,40,40,0 days 00:00:45.000000000,
14,2019-11-29 17:01:00.000000,2019-11-29 17:01:45.000000,2019-11-29 17:15:51.251043,2019-11-29 17:16:36.251043,2019-11-29 17:52:55.043375,2019-11-29 17:53:40.043375,2019-11-29 18:14:20.817026,Replace,4,40,40,0 days 00:00:45.000000000,891251043000
15,2019-11-29 17:58:00.000000,2019-11-29 17:58:35.000000,2019-11-29 18:14:16.991921,2019-11-29 18:14:51.991921,2019-11-29 18:39:57.506412,2019-11-29 18:40:32.506412,2019-11-29 18:57:14.746681,Replace,4,40,40,0 days 00:00:35.000000000,976991921000
16,2019-11-29 19:06:00.000000,2019-11-29 19:06:50.000000,2019-11-29 19:23:40.555481,2019-11-29 19:24:30.555481,2019-11-29 20:06:57.426361,2019-11-29 20:07:47.426361,2019-11-29 20:26:51.956758,Replace,4,40,40,0 days 00:00:50.000000000,1060555481000
17,2019-11-29 20:16:00.000000,2019-11-29 20:16:25.000000,2019-11-29 20:31:31.570344,2019-11-29 20:31:51.108542,,,,Onsite,4,40,40,0 days 00:00:25.000000000,
18,2019-11-29 21:28:00.000000,2019-11-29 21:28:45.000000,2019-11-29 21:45:44.156081,2019-11-29 21:46:29.156081,2019-11-29 22:16:04.048082,2019-11-29 22:16:49.048082,2019-11-29 22:34:53.363571,Replace,4,40,40,0 days 00:00:45.000000000,1064156081000
0,2019-11-29 00:52:00.000000,2019-11-29 00:00:30.000000,2019-11-29 00:16:37.884277,2019-11-29 00:17:07.884277,2019-11-29 00:42:32.081643,2019-11-29 00:43:02.081643,2019-11-29 00:57:25.062509,Replace,5,40,40,-1 days +23:08:30.000000000,997884277000
1,2019-11-29 01:10:00.000000,2019-11-29 01:10:55.000000,2019-11-29 01:28:13.100446,2019-11-29 01:29:08.100446,2019-11-29 01:59:19.537268,2019-11-29 02:00:14.537268,2019-11-29 02:13:48.020509,Replace,5,40,40,0 days 00:00:55.000000000,1093100446000
2,2019-11-29 02:21:00.000000,2019-11-29 02:21:55.000000,2019-11-29 02:40:00.168209,2019-11-29 02:40:33.416266,,,,Onsite,5,40,40,0 days 00:00:55.000000000,
3,2019-11-29 03:27:00.000000,2019-11-29 03:27:30.000000,2019-11-29 03:44:40.229721,2019-11-29 03:45:10.229721,2019-11-29 04:18:17.556817,2019-11-29 04:18:47.556817,2019-11-29 04:33:20.277875,Replace,5,40,40,0 days 00:00:30.000000000,1060229721000
4,2019-11-29 04:33:00.000000,2019-11-29 04:33:50.000000,2019-11-29 04:44:17.232563,2019-11-29 04:45:07.232563,2019-11-29 05:44:22.684775,2019-11-29 05:45:12.684775,2019-11-29 05:58:05.276078,Replace,5,40,40,0 days 00:00:50.000000000,677232563000
5,2019-11-29 05:46:00.000000,2019-11-29 05:46:30.000000,2019-11-29 06:02:34.064925,2019-11-29 06:03:04.064925,2019-11-29 06:30:00.372482,2019-11-29 06:30:30.372482,2019-11-29 06:45:26.889992,Replace,5,40,40,0 days 00:00:30.000000000,994064925000
6,2019-11-29 06:51:00.000000,2019-11-29 06:51:25.000000,2019-11-29 07:10:23.750107,2019-11-29 07:10:48.750107,2019-11-29 07:36:15.213201,2019-11-29 07:36:40.213201,2019-11-29 07:55:09.790924,Replace,5,40,40,0 days 00:00:25.000000000,1163750107000
7,2019-11-29 08:00:00.000000,2019-11-29 08:00:45.000000,2019-11-29 08:15:34.861486,2019-11-29 08:16:19.861486,2019-11-29 08:44:19.083127,2019-11-29 08:45:04.083127,2019-11-29 09:02:12.300795,Replace,5,40,40,0 days 00:00:45.000000000,934861486000
8,2019-11-29 09:21:00.000000,2019-11-29 09:21:45.000000,2019-11-29 09:37:48.854763,2019-11-29 09:38:33.854763,2019-11-29 10:03:52.792979,2019-11-29 10:04:37.792979,2019-11-29 10:25:02.680227,Replace,5,40,40,0 days 00:00:45.000000000,1008854763000
9,2019-11-29 10:33:00.000000,2019-11-29 10:33:35.000000,2019-11-29 10:51:55.978814,2019-11-29 10:52:05.322258,,,,Onsite,5,40,40,0 days 00:00:35.000000000,
