,0,1,2,3,4,5,6,status,Run,n_Mechanics,n_Vans,Response,Replace
10,2019-11-29 11:42:00.000000,2019-11-29 11:42:45.000000,2019-11-29 11:53:31.821457,2019-11-29 11:53:40.316656,,,,Onsite,5,40,40,0 days 00:00:45.000000000,
11,2019-11-29 12:36:00.000000,2019-11-29 12:36:55.000000,2019-11-29 12:52:45.689760,2019-11-29 12:53:40.689760,2019-11-29 13:31:16.931597,2019-11-29 13:32:11.931597,2019-11-29 13:43:57.668778,Replace,5,40,40,0 days 00:00:55.000000000,1005689760000
12,2019-11-29 13:47:00.000000,2019-11-29 13:47:30.000000,2019-11-29 14:02:22.201052,2019-11-29 14:02:49.241803,,,,Onsite,5,40,40,0 days 00:00:30.000000000,
13,2019-11-29 14:48:00.000000,2019-11-29 14:48:45.000000,2019-11-29 15:04:22.728931,2019-11-29 15:04:30.996711,,,,Onsite,5,40,40,0 days 00:00:45.000000000,
14,2019-11-29 15:55:00.000000,2019-11-29 15:55:30.000000,2019-11-29 16:11:56.476173,2019-11-29 16:12:26.476173,2019-11-29 17:03:09.024693,2019-11-29 17:03:39.024693,2019-11-29 17:22:49.013654,Replace,5,40,40,0 days 00:00:30.000000000,1016476173000
15,2019-11-29 16:46:00.000000,2019-11-29 16:46:25.000000,2019-11-29 17:03:18.330668,2019-11-29 17:03:43.330668,2019-11-29 17:43:08.152072,2019-11-29 17:43:33.152072,2019-11-29 18:03:06.735281,Replace,5,40,40,0 days 00:00:25.000000000,1038330668000
16,2019-11-29 17:51:00.000000,2019-11-29 17:51:45.000000,2019-11-29 18:06:36.114027,2019-11-29 18:07:21.114027,2019-11-29 18:38:19.635100,2019-11-29 18:39:04.635100,2019-11-29 18:55:51.213812,Replace,5,40,40,0 days 00:00:45.000000000,936114027000
17,2019-11-29 18:52:00.000000,2019-11-29 18:52:45.000000,2019-11-29 19:10:25.755594,2019-11-29 19:10:39.602813,,,,Onsite,5,40,40,0 days 00:00:45.000000000,
18,2019-11-29 19:49:00.000000,2019-11-29 19:49:35.000000,2019-11-29 20:01:30.274509,2019-11-29 20:02:05.274509,2019-11-29 20:27:55.182478,2019-11-29 20:28:30.182478,2019-11-29 20:44:02.963044,Replace,5,40,40,0 days 00:00:35.000000000,750274509000
19,2019-11-29 20:41:00.000000,2019-11-29 20:41:45.000000,2019-11-29 21:02:44.778966,2019-11-29 21:03:29.778966,2019-11-29 21:32:14.607502,2019-11-29 21:32:59.607502,2019-11-29 21:49:41.808497,Replace,5,40,40,0 days 00:00:45.000000000,1304778966000
20,2019-11-29 21:47:00.000000,2019-11-29 21:47:50.000000,2019-11-29 22:03:47.708432,2019-11-29 22:04:37.708432,2019-11-29 22:39:54.031596,2019-11-29 22:40:44.031596,2019-11-29 22:52:58.457083,Replace,5,40,40,0 days 00:00:50.000000000,1007708432000
0,2019-11-29 01:09:00.000000,2019-11-29 00:00:25.000000,2019-11-29 00:17:24.959004,2019-11-29 00:17:49.959004,2019-11-29 00:43:37.115645,2019-11-29 00:44:02.115645,2019-11-29 00:59:13.352345,Replace,6,40,40,-1 days +22:51:25.000000000,1044959004000
1,2019-11-29 01:09:00.000000,2019-11-29 01:09:30.000000,2019-11-29 01:23:07.799726,2019-11-29 01:23:37.799726,2019-11-29 02:11:54.666330,2019-11-29 02:12:24.666330,2019-11-29 02:30:26.559051,Replace,6,40,40,0 days 00:00:30.000000000,847799726000
2,2019-11-29 03:24:00.000000,2019-11-29 03:24:55.000000,2019-11-29 03:37:49.999452,2019-11-29 03:38:06.126417,,,,Onsite,6,40,40,0 days 00:00:55.000000000,
3,2019-11-29 02:27:00.000000,2019-11-29 02:27:55.000000,2019-11-29 02:46:08.287162,2019-11-29 02:47:03.287162,2019-11-29 03:23:47.570201,2019-11-29 03:24:42.570201,2019-11-29 03:38:53.297841,Replace,6,40,40,0 days 00:00:55.000000000,1148287162000
4,2019-11-29 04:30:00.000000,2019-11-29 04:30:55.000000,2019-11-29 04:43:41.481912,2019-11-29 04:44:36.481912,2019-11-29 05:27:49.105889,2019-11-29 05:28:44.105889,2019-11-29 05:46:36.583080,Replace,6,40,40,0 days 00:00:55.000000000,821481912000
5,2019-11-29 05:43:00.000000,2019-11-29 05:43:25.000000,2019-11-29 05:57:51.453240,2019-11-29 05:58:16.453240,2019-11-29 06:39:02.405576,2019-11-29 06:39:27.405576,2019-11-29 06:51:20.475148,Replace,6,40,40,0 days 00:00:25.000000000,891453240000
6,2019-11-29 07:03:00.000000,2019-11-29 07:03:25.000000,2019-11-29 07:12:37.127277,2019-11-29 07:12:55.304317,,,,Onsite,6,40,40,0 days 00:00:25.000000000,
7,2019-11-29 08:13:00.000000,2019-11-29 08:13:45.000000,2019-11-29 08:27:24.657116,2019-11-29 08:27:37.387079,,,,Onsite,6,40,40,0 days 00:00:45.000000000,
8,2019-11-29 09:19:00.000000,2019-11-29 09:19:55.000000,2019-11-29 09:35:30.750661,2019-11-29 09:36:01.238180,,,,Onsite,6,40,40,0 days 00:00:55.000000000,
9,2019-11-29 10:37:00.000000,2019-11-29 10:37:45.000000,2019-11-29 10:49:11.369670,2019-11-29 10:49:56.369670,2019-11-29 11:44:12.883540,2019-11-29 11:44:57.883540,2019-11-29 12:00:46.587883,Replace,6,40,40,0 days 00:00:45.000000000,731369670000
10,2019-11-29 11:44:00.000000,2019-11-29 11:44:45.000000,2019-11-29 12:02:11.158126,2019-11-29 12:02:56.158126,2019-11-29 12:59:14.167020,2019-11-29 12:59:59.167020,2019-11-29 13:17:11.419576,Replace,6,40,40,0 days 00:00:45.000000000,1091158126000
11,2019-11-29 13:50:00.000000,2019-11-29 13:50:45.000000,2019-11-29 14:06:25.455964,2019-11-29 14:06:56.132507,,,,Onsite,6,40,40,0 days 00:00:45.000000000,
12,2019-11-29 12:49:00.000000,2019-11-29 12:49:50.000000,2019-11-29 13:05:13.244634,2019-11-29 13:06:03.244634,2019-11-29 13:38:39.601241,2019-11-29 13:39:29.601241,2019-11-29 14:00:32.055869,Replace,6,40,40,0 days 00:00:50.000000000,973244634000
13,2019-11-29 15:00:00.000000,2019-11-29 15:00:50.000000,2019-11-29 15:20:53.299978,2019-11-29 15:21:43.299978,2019-11-29 15:59:15.344180,2019-11-29 16:00:05.344180,2019-11-29 16:18:46.131883,Replace,6,40,40,0 days 00:00:50.000000000,1253299978000
14,2019-11-29 16:13:00.000000,2019-11-29 16:13:55.000000,2019-11-29 16:24:08.061910,2019-11-29 16:25:03.061910,2019-11-29 16:55:15.870223,2019-11-29 16:56:10.870223,2019-11-29 17:14:14.894377,Replace,6,40,40,0 days 00:00:55.000000000,668061910000
15,2019-11-29 17:21:00.000000,2019-11-29 17:21:25.000000,2019-11-29 17:35:19.968656,2019-11-29 17:35:44.968656,2019-11-29 18:22:48.247356,2019-11-29 18:23:13.247356,2019-11-29 18:38:50.465998,Replace,6,40,40,0 days 00:00:25.000000000,859968656000
16,2019-11-29 18:49:00.000000,2019-11-29 18:49:55.000000,2019-11-29 19:06:35.939915,2019-11-29 19:07:30.939915,2019-11-29 19:44:35.739610,2019-11-29 19:45:30.739610,2019-11-29 19:59:20.570813,Replace,6,40,40,0 days 00:00:55.000000000,1055939915000
17,2019-11-29 19:53:00.000000,2019-11-29 19:53:35.000000,2019-11-29 20:07:15.733073,2019-11-29 20:07:39.421965,,,,Onsite,6,40,40,0 days 00:00:35.000000000,
18,2019-11-29 21:01:00.000000,2019-11-29 21:01:30.000000,2019-11-29 21:18:44.857087,2019-11-29 21:19:14.857087,2019-11-29 22:03:06.029036,2019-11-29 22:03:36.029036,2019-11-29 22:23:54.931612,Replace,6,40,40,0 days 00:00:30.000000000,1064857087000
0,2019-11-29 01:12:00.000000,2019-11-29 00:00:45.000000,2019-11-29 00:17:16.791595,2019-11-29 00:17:34.038065,,,,Onsite,7,40,40,-1 days +22:48:45.000000000,
1,2019-11-29 01:18:00.000000,2019-11-29 01:18:30.000000,2019-11-29 01:31:31.208618,2019-11-29 01:32:01.208618,2019-11-29 02:24:10.010401,2019-11-29 02:24:40.010401,2019-11-29 02:45:12.406044,Replace,7,40,40,0 days 00:00:30.000000000,811208618000
2,2019-11-29 02:09:00.000000,2019-11-29 02:09:55.000000,2019-11-29 02:17:18.951048,2019-11-29 02:18:13.951048,2019-11-29 02:41:22.394343,2019-11-29 02:42:17.394343,2019-11-29 02:57:53.198951,Replace,7,40,40,0 days 00:00:55.000000000,498951048000
3,2019-11-29 03:25:00.000000,2019-11-29 03:25:30.000000,2019-11-29 03:43:31.490741,2019-11-29 03:43:45.588522,,,,Onsite,7,40,40,0 days 00:00:30.000000000,
4,2019-11-29 04:30:00.000000,2019-11-29 04:30:50.000000,2019-11-29 04:42:32.169103,2019-11-29 04:42:40.463336,,,,Onsite,7,40,40,0 days 00:00:50.000000000,
5,2019-11-29 05:44:00.000000,2019-11-29 05:44:45.000000,2019-11-29 05:59:35.494488,2019-11-29 06:00:20.494488,2019-11-29 06:29:56.248068,2019-11-29 06:30:41.248068,2019-11-29 06:54:04.327427,Replace,7,40,40,0 days 00:00:45.000000000,935494488000
6,2019-11-29 07:14:00.000000,2019-11-29 07:14:30.000000,2019-11-29 07:31:20.621024,2019-11-29 07:31:50.621024,2019-11-29 08:10:37.631315,2019-11-29 08:11:07.631315,2019-11-29 08:26:43.863639,Replace,7,40,40,0 days 00:00:30.000000000,1040621024000
7,2019-11-29 08:13:00.000000,2019-11-29 08:13:35.000000,2019-11-29 08:27:59.990498,2019-11-29 08:28:34.990498,2019-11-29 08:53:12.109544,2019-11-29 08:53:47.109544,2019-11-29 09:13:33.573714,Replace,7,40,40,0 days 00:00:35.000000000,899990498000
8,2019-11-29 09:15:00.000000,2019-11-29 09:15:25.000000,2019-11-29 09:33:18.962097,2019-11-29 09:33:43.962097,2019-11-29 10:00:18.469568,2019-11-29 10:00:43.469568,2019-11-29 10:15:22.415479,Replace,7,40,40,0 days 00:00:25.000000000,1098962097000
9,2019-11-29 10:13:00.000000,2019-11-29 10:13:45.000000,2019-11-29 10:27:11.850904,2019-11-29 10:27:56.850904,2019-11-29 11:06:57.732697,2019-11-29 11:07:42.732697,2019-11-29 11:27:20.187938,Replace,7,40,40,0 days 00:00:45.000000000,851850904000
10,2019-11-29 11:20:00.000000,2019-11-29 11:20:55.000000,2019-11-29 11:29:48.895679,2019-11-29 11:30:09.054823,,,,Onsite,7,40,40,0 days 00:00:55.000000000,
11,2019-11-29 12:27:00.000000,2019-11-29 12:27:45.000000,2019-11-29 12:45:08.549354,2019-11-29 12:45:25.360044,,,,Onsite,7,40,40,0 days 00:00:45.000000000,
12,2019-11-29 13:30:00.000000,2019-11-29 13:30:25.000000,2019-11-29 13:43:11.596416,2019-11-29 13:43:36.596416,2019-11-29 14:10:02.769366,2019-11-29 14:10:27.769366,2019-11-29 14:24:58.340039,Replace,7,40,40,0 days 00:00:25.000000000,791596416000
13,2019-11-29 14:18:00.000000,2019-11-29 14:18:25.000000,2019-11-29 14:38:26.622155,2019-11-29 14:38:35.064621,,,,Onsite,7,40,40,0 days 00:00:25.000000000,
14,2019-11-29 15:22:00.000000,2019-11-29 15:22:50.000000,2019-11-29 15:39:52.492545,2019-11-29 15:40:42.492545,2019-11-29 16:19:35.900324,2019-11-29 16:20:25.900324,2019-11-29 16:36:43.309067,Replace,7,40,40,0 days 00:00:50.000000000,1072492545000
15,2019-11-29 16:28:00.000000,2019-11-29 16:28:35.000000,2019-11-29 16:49:32.462093,2019-11-29 16:50:07.462093,2019-11-29 17:18:18.372047,2019-11-29 17:18:53.372047,2019-11-29 17:40:48.934155,Replace,7,40,40,0 days 00:00:35.000000000,1292462093000
16,2019-11-29 17:40:00.000000,2019-11-29 17:40:45.000000,2019-11-29 17:58:46.988108,2019-11-29 17:59:31.988108,2019-11-29 18:26:58.468543,2019-11-29 18:27:43.468543,2019-11-29 18:42:00.565182,Replace,7,40,40,0 days 00:00:45.000000000,1126988108000
17,2019-11-29 18:41:00.000000,2019-11-29 18:41:25.000000,2019-11-29 18:54:13.318251,2019-11-29 18:54:37.962390,,,,Onsite,7,40,40,0 days 00:00:25.000000000,
18,2019-11-29 19:48:00.000000,2019-11-29 19:48:50.000000,2019-11-29 20:08:19.437215,2019-11-29 20:09:09.437215,2019-11-29 20:51:20.747386,2019-11-29 20:52:10.747386,2019-11-29 21:11:12.311257,Replace,7,40,40,0 days 00:00:50.000000000,1219437215000
19,2019-11-29 21:03:00.000000,2019-11-29 21:03:30.000000,2019-11-29 21:20:44.841944,2019-11-29 21:21:13.998646,,,,Onsite,7,40,40,0 days 00:00:30.000000000,
20,2019-11-29 22:08:00.000000,2019-11-29 22:08:55.000000,2019-11-29 22:24:30.468654,2019-11-29 22:24:34.043420,,,,Onsite,7,40,40,0 days 00:00:55.000000000,
0,2019-11-29 01:04:00.000000,2019-11-29 00:00:55.000000,2019-11-29 00:12:23.893837,2019-11-29 00:12:26.539518,,,,Onsite,8,40,40,-1 days +22:56:55.000000000,
1,2019-11-29 00:56:00.000000,2019-11-29 00:56:30.000000,2019-11-29 01:10:57.052717,2019-11-29 01:11:20.057793,,,,Onsite,8,40,40,0 days 00:00:30.000000000,
2,2019-11-29 02:07:00.000000,2019-11-29 02:07:45.000000,2019-11-29 02:28:15.936101,2019-11-29 02:29:00.936101,2019-11-29 03:14:30.055202,2019-11-29 03:15:15.055202,2019-11-29 03:29:01.669316,Replace,8,40,40,0 days 00:00:45.000000000,1275936101000
3,2019-11-29 03:16:00.000000,2019-11-29 03:16:30.000000,2019-11-29 03:35:00.495861,2019-11-29 03:35:30.495861,2019-11-29 04:08:34.056315,2019-11-29 04:09:04.056315,2019-11-29 04:32:26.571022,Replace,8,40,40,0 days 00:00:30.000000000,1140495861000
4,2019-11-29 04:32:00.000000,2019-11-29 04:32:55.000000,2019-11-29 04:52:17.621028,2019-11-29 04:53:12.621028,2019-11-29 05:21:20.009212,2019-11-29 05:22:15.009212,2019-11-29 05:40:15.425730,Replace,8,40,40,0 days 00:00:55.000000000,1217621028000
5,2019-11-29 05:30:00.000000,2019-11-29 05:30:45.000000,2019-11-29 05:50:44.435638,2019-11-29 05:51:02.919136,,,,Onsite,8,40,40,0 days 00:00:45.000000000,
6,2019-11-29 06:41:00.000000,2019-11-29 06:41:50.000000,2019-11-29 06:56:16.489793,2019-11-29 06:57:06.489793,2019-11-29 07:41:14.843182,2019-11-29 07:42:04.843182,2019-11-29 07:59:39.498999,Replace,8,40,40,0 days 00:00:50.000000000,916489793000
7,2019-11-29 08:49:00.000000,2019-11-29 08:49:30.000000,2019-11-29 09:08:53.132305,2019-11-29 09:09:12.577990,,,,Onsite,8,40,40,0 days 00:00:30.000000000,
8,2019-11-29 07:42:00.000000,2019-11-29 07:42:30.000000,2019-11-29 08:01:33.016993,2019-11-29 08:02:03.016993,2019-11-29 08:27:40.999449,2019-11-29 08:28:10.999449,2019-11-29 08:49:35.224977,Replace,8,40,40,0 days 00:00:30.000000000,1173016993000
9,2019-11-29 09:50:00.000000,2019-11-29 09:50:45.000000,2019-11-29 10:11:01.163647,2019-11-29 10:11:46.163647,2019-11-29 10:48:45.094526,2019-11-29 10:49:30.094526,2019-11-29 11:05:42.339326,Replace,8,40,40,0 days 00:00:45.000000000,1261163647000
10,2019-11-29 10:57:00.000000,2019-11-29 10:57:30.000000,2019-11-29 11:09:32.108405,2019-11-29 11:09:54.026848,,,,Onsite,8,40,40,0 days 00:00:30.000000000,
11,2019-11-29 12:22:00.000000,2019-11-29 12:22:25.000000,2019-11-29 12:37:09.774864,2019-11-29 12:37:34.774864,2019-11-29 13:07:11.364434,2019-11-29 13:07:36.364434,2019-11-29 13:23:34.741853,Replace,8,40,40,0 days 00:00:25.000000000,909774864000
12,2019-11-29 13:11:00.000000,2019-11-29 13:11:35.000000,2019-11-29 13:28:57.203267,2019-11-29 13:29:32.203267,2019-11-29 14:20:46.107838,2019-11-29 14:21:21.107838,2019-11-29 14:43:02.062443,Replace,8,40,40,0 days 00:00:35.000000000,1077203267000
13,2019-11-29 14:17:00.000000,2019-11-29 14:17:55.000000,2019-11-29 14:37:03.749352,2019-11-29 14:37:16.275394,,,,Onsite,8,40,40,0 days 00:00:55.000000000,
14,2019-11-29 15:16:00.000000,2019-11-29 15:16:35.000000,2019-11-29 15:29:50.751970,2019-11-29 15:30:01.961801,,,,Onsite,8,40,40,0 days 00:00:35.000000000,
15,2019-11-29 16:26:00.000000,2019-11-29 16:26:45.000000,2019-11-29 16:43:31.062997,2019-11-29 16:44:16.062997,2019-11-29 17:14:10.133560,2019-11-29 17:14:55.133560,2019-11-29 17:25:39.034860,Replace,8,40,40,0 days 00:00:45.000000000,1051062997000
16,2019-11-29 17:21:00.000000,2019-11-29 17:21:35.000000,2019-11-29 17:32:52.256184,2019-11-29 17:33:27.256184,2019-11-29 18:04:34.048417,2019-11-29 18:05:09.048417,2019-11-29 18:27:06.415724,Replace,8,40,40,0 days 00:00:35.000000000,712256184000
17,2019-11-29 18:26:00.000000,2019-11-29 18:26:45.000000,2019-11-29 18:39:10.199243,2019-11-29 18:39:23.318163,,,,Onsite,8,40,40,0 days 00:00:45.000000000,
18,2019-11-29 19:37:00.000000,2019-11-29 19:37:45.000000,2019-11-29 19:50:37.167689,2019-11-29 19:51:22.167689,2019-11-29 20:46:39.379186,2019-11-29 20:47:24.379186,2019-11-29 20:59:59.804959,Replace,8,40,40,0 days 00:00:45.000000000,817167689000
19,2019-11-29 20:43:00.000000,2019-11-29 20:43:45.000000,2019-11-29 20:55:37.700842,2019-11-29 20:56:22.700842,2019-11-29 21:26:33.525116,2019-11-29 21:27:18.525116,2019-11-29 21:38:53.177486,Replace,8,40,40,0 days 00:00:45.000000000,757700842000
20,2019-11-29 21:50:00.000000,2019-11-29 21:50:50.000000,2019-11-29 22:02:00.651994,2019-11-29 22:02:11.356893,,,,Onsite,8,40,40,0 days 00:00:50.000000000,
0,2019-11-29 01:24:00.000000,2019-11-29 00:00:45.000000,2019-11-29 00:17:33.796131,2019-11-29 00:18:18.796131,2019-11-29 00:48:46.920632,2019-11-29 00:49:31.920632,2019-11-29 01:06:15.908740,Replace,9,40,40,-1 days +22:36:45.000000000,1053796131000
1,2019-11-29 03:12:00.000000,2019-11-29 03:12:55.000000,2019-11-29 03:23:37.676733,2019-11-29 03:23:44.415951,,,,Onsite,9,40,40,0 days 00:00:55.000000000,
2,2019-11-29 01:01:00.000000,2019-11-29 01:01:45.000000,2019-11-29 01:17:07.931004,2019-11-29 01:17:52.931004,2019-11-29 02:14:19.252105,2019-11-29 02:15:04.252105,2019-11-29 02:25:13.532976,Replace,9,40,40,0 days 00:00:45.000000000,967931004000
3,2019-11-29 02:14:00.000000,2019-11-29 02:14:45.000000,2019-11-29 02:30:44.548328,2019-11-29 02:31:29.548328,2019-11-29 03:17:39.305936,2019-11-29 03:18:24.305936,2019-11-29 03:34:09.204927,Replace,9,40,40,0 days 00:00:45.000000000,1004548328000
4,2019-11-29 04:13:00.000000,2019-11-29 04:13:55.000000,2019-11-29 04:24:30.401109,2019-11-29 04:24:50.364853,,,,Onsite,9,40,40,0 days 00:00:55.000000000,
5,2019-11-29 05:24:00.000000,2019-11-29 05:24:30.000000,2019-11-29 05:39:58.116438,2019-11-29 05:40:15.696105,,,,Onsite,9,40,40,0 days 00:00:30.000000000,
6,2019-11-29 06:23:00.000000,2019-11-29 06:23:30.000000,2019-11-29 06:42:39.937980,2019-11-29 06:43:09.937980,2019-11-29 07:25:55.388725,2019-11-29 07:26:25.388725,2019-11-29 07:43:56.672630,Replace,9,40,40,0 days 00:00:30.000000000,1179937980000
7,2019-11-29 07:28:00.000000,2019-11-29 07:28:45.000000,2019-11-29 07:40:13.698499,2019-11-29 07:40:18.599492,,,,Onsite,9,40,40,0 days 00:00:45.000000000,
8,2019-11-29 08:46:00.000000,2019-11-29 08:46:25.000000,2019-11-29 09:02:20.327101,2019-11-29 09:02:45.327101,2019-11-29 09:48:43.023545,2019-11-29 09:49:08.023545,2019-11-29 10:03:08.964264,Replace,9,40,40,0 days 00:00:25.000000000,980327101000
9,2019-11-29 09:56:00.000000,2019-11-29 09:56:55.000000,2019-11-29 10:15:06.411948,2019-11-29 10:15:25.692044,,,,Onsite,9,40,40,0 days 00:00:55.000000000,
10,2019-11-29 10:58:00.000000,2019-11-29 10:58:50.000000,2019-11-29 11:18:35.022181,2019-11-29 11:18:53.450332,,,,Onsite,9,40,40,0 days 00:00:50.000000000,
11,2019-11-29 12:07:00.000000,2019-11-29 12:07:45.000000,2019-11-29 12:21:47.970918,2019-11-29 12:22:00.681713,,,,Onsite,9,40,40,0 days 00:00:45.000000000,
12,2019-11-29 13:17:00.000000,2019-11-29 13:17:45.000000,2019-11-29 13:32:50.090655,2019-11-29 13:33:35.090655,2019-11-29 13:57:41.873887,2019-11-29 13:58:26.873887,2019-11-29 14:19:54.211287,Replace,9,40,40,0 days 00:00:45.000000000,950090655000
13,2019-11-29 14:11:00.000000,2019-11-29 14:11:25.000000,2019-11-29 14:30:18.847512,2019-11-29 14:30:43.847512,2019-11-29 14:58:36.341968,2019-11-29 14:59:01.341968,2019-11-29 15:18:09.158166,Replace,9,40,40,0 days 00:00:25.000000000,1158847512000
14,2019-11-29 15:14:00.000000,2019-11-29 15:14:25.000000,2019-11-29 15:30:43.425132,2019-11-29 15:30:46.875524,,,,Onsite,9,40,40,0 days 00:00:25.000000000,
15,2019-11-29 16:19:00.000000,2019-11-29 16:19:50.000000,2019-11-29 16:33:57.201109,2019-11-29 16:34:47.201109,2019-11-29 17:16:13.558383,2019-11-29 17:17:03.558383,2019-11-29 17:33:58.644620,Replace,9,40,40,0 days 00:00:50.000000000,897201109000
16,2019-11-29 17:22:00.000000,2019-11-29 17:22:50.000000,2019-11-29 17:40:18.411905,2019-11-29 17:40:28.545984,,,,Onsite,9,40,40,0 days 00:00:50.000000000,
17,2019-11-29 18:19:00.000000,2019-11-29 18:19:55.000000,2019-11-29 18:36:02.170629,2019-11-29 18:36:57.170629,2019-11-29 19:28:13.776480,2019-11-29 19:29:08.776480,2019-11-29 19:41:31.070140,Replace,9,40,40,0 days 00:00:55.000000000,1022170629000
